0,1,2,3,4,5,6,7
-0.345438211488697,-0.07611067713845178,-0.07611067713845178,-0.005139509130325811,0.633033802425112,-0.4054592080039536,2.148269561989742,1.4001270473061562
-0.345438211488697,-0.07664426954510328,-0.07664426954510328,-0.005139509130325811,0.633033802425112,-0.4054592080039536,2.667835185559888,-1.4016389265397917
-0.181221423901128,-0.07781936468238028,-0.07781936468238028,-0.005139509130325811,0.633033802425112,-0.4054592080039536,-0.4753933106241461,-1.4016389262162272
-0.345438211488697,-0.0775484680949571,-0.0775484680949571,-0.005139509130325811,0.633033802425112,-0.4054592080039536,-0.5581004074700845,-0.003952911496473787
-0.181221423901128,-0.07702417657262697,-0.07702417657262697,-0.005139509130325811,0.633033802425112,-0.4054592080039536,-0.49512819273489056,-1.401638926472413
-0.345438211488697,-0.04694592604260135,-0.04694592604260135,-0.005139509130325811,0.633033802425112,-0.4054592080039536,1.9679645027052126,1.4000179188203763
-0.345438211488697,-0.07744398948852046,-0.07744398948852046,-0.005139509130325811,0.633033802425112,-0.4054592080039536,-0.5581004074700845,0.00040575185373072884
-0.345438211488697,-0.07791374849670947,-0.07791374849670947,-0.005139509130325811,0.633033802425112,-0.4054592080039536,-0.5581004074700845,-0.00453874779320301
-0.345438211488697,-0.07781849029228635,-0.07781849029228635,-0.005139509130325811,0.633033802425112,-0.4054592080039536,-0.5581004074700845,-0.0059017131515407256
-0.017004636313558967,-0.07710944577163965,-0.07710944577163965,-0.005139509130325811,0.633033802425112,-0.4054592080039536,-0.44112637895912615,-1.4016389262747615
-0.345438211488697,-0.0779070151886426,-0.0779070151886426,-0.005139509130325811,0.633033802425112,-0.4054592080039536,-0.5581004074700845,-0.003667275753280164
-0.345438211488697,-0.07699199333517971,-0.07699199333517971,-0.005139509130325811,0.633033802425112,-0.4054592080039536,1.5416910491131313,1.4000781370978017
-0.345438211488697,-0.0773152841567789,-0.0773152841567789,-0.005139509130325811,0.633033802425112,-0.4054592080039536,-0.5581004074700845,-0.00460352629739181
1.232535829239126,0.35083611450884067,0.35083611450884067,-0.005139509130325811,-1.5796944747169328,2.4663393511838794,-0.5644155697455226,-0.004957119101051988
-0.345438211488697,-0.0778623263234099,-0.0778623263234099,-0.005139509130325811,0.633033802425112,-0.4054592080039536,-0.5581004074700845,-0.0035967122187798304
-0.345438211488697,-0.07790805106470407,-0.07790805106470407,-0.005139509130325811,0.633033802425112,-0.4054592080039536,-0.5581004074700845,-0.006063867321912308
